# Source: Appendix D.1 BOQ For Pkg II.xlsx
# Sheet: Fire Fighting (Green）
"# Rows: 158, Cols: 31"

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROJECT:EPC WORKS of the Ruwais Sulfur Granulation Plant For ADNOC GAS RSHT-2(RSGP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBCONTRACT: MECHANICAL ELECTRICAL AND INSTALLATION WORKS-Package II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REV. C, DATE: 30/DEC/2025"
No.,"EQUIPMENT/
MATERIAL",DESCRIPTION,Material,"Material
Supply by","SIZE
(NPS)",SCH / Rating,Joint Type,Material Supplied By,UNIT,Qty.,QUANTITY,,,,,Weight (t),,"MANHOURS
A",,"LABOR COST
B",,"MATERIAL COST
C",,"TOOLS& CONSUMABLE
COST D",,"EQUIPMENT COST
E",,"DIRECT COST
F",,REMARK
,,,,,,,,,,,"UNIT 10 
SUB 
Station","UNIT 10 
Operations
Sehlter","UNIT 10 
NCR","UNIT 10 
General",UNIT 20,Unit,Total,U/Rate,Amout,U/Rate,Amout,U/Rate,Amout,U/Rate,Amout,U/Rate,Amout,U/Rate,Amout,
,,,,,,,,,,Q,,,,,,,,a,=Q*a,b,=Q*b,c,=Q*c,d,=Q*d,e,=Q*e,f=b+c+d+e,=Q*f,
Firefighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF-01,,Connection Joints,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF-02-01-0023,DRAIN VALVE,DRAIN VALVE,CS,Contractor,4,,FLGD,,ea,8,8,,,,,,,9.04176,72.33408,398.1991104,3185.5928832,0,0,112.575707736471,900.605661891768,5.17577941176471,41.4062352941177,515.950597548236,4127.60478038589,
FF-02-01-0024,DRAIN VALVE,DRAIN VALVE,CS,Contractor,6,,FLGD,,ea,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
FF-03,,Special Items,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF-03-01-0001,Y-STRAINER,Y-STRAINER,CS,Contractor,4,,FLGD,,ea,0,,,,,,0.05,0.5,0,0,0,0,0,0,0,0,0,0,0,0,
FF-03-01-0002,T-STRAINER,T-STRAINER,CS,Contractor,8,,FLGD,,ea,4,,,,4,,0.18,0.72,18.62448,74.49792,820.2220992,3280.8883968,0,0,194.738638409412,778.954553637648,110.863683823529,443.454735294116,1125.82442143294,4503.29768573176,
FF-03-01-0003,T-STRAINER,T-STRAINER,CS,Contractor,12,,FLGD,,ea,8,,,,8,,0.385,3.08,33.57816,268.62528,1478.7821664,11830.2573312,0,0,323.897295548235,2591.17836438588,124.520941176471,996.167529411768,1927.20040312471,15417.6032249976,
FF-03-01-0005,SPRAY NOZZLE,"1/2"" 120°Medium Velocity, Full Cone, Open-type Spray Nozzles with External Deflectors",CS,Contractor,0.5,,,,ea,0,,,,,,8.5e-05,0.44523,0,0,0,0,0,0,0,0,0,0,0,0,
FF-03-01-0006,UPRIGHT SPRINKLER,"1/2"" Quick Response, 68°C, 155°F Red Bulb",CS,Contractor,0.5,,,,ea,46,46,,,,,,,0.556416,25.595136,24.50456064,1127.20978944,0,0,6.12378997835294,281.694339004235,4.31818676470588,198.63659117647,34.9465373830588,1607.54071962071,
FF-03-01-0007,PENDENT SPRINKLER,"1/2"" Quick Response, 68°C, 155°F Red Bulb",CS,Contractor,0.5,,,,ea,21,,,21,,,,,0.556416,11.684736,24.50456064,514.59577344,0,0,6.12378997835294,128.599589545412,4.31818676470588,90.6819220588235,34.9465373830588,733.877285044235,
FF-03-01-0009,COUPLING,"CL 3000, FORGED",CS,Contractor,1x1/2,CL 3000,,,ea,67,46,,21,,,HOLD,,1.38,92.46,60.7752,4071.9384,0,0,15.0530447058823,1008.55399529411,11.1314338235294,745.80606617647,86.9596785294117,5826.29846147058,
FF-04,,FIRE FIGHTING FACILITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF-04-0001,HYDRANT,"2 Way Pillar Hydrant, 6"", including THRUST/ ANCHOR BLOCK &  BARRIER POST & CONCRETE PROTECTION  refer to ACES-SP-01-005 APPENDIX-A1 DWG 8；AGES-STD-01-017；AGES-STD-01-016",,Contractor,6,,,,set,14,,,,14,,,,51.336,718.704,2260.83744,31651.72416,0,0,474.052086588235,6636.72921223529,296.838235294118,4155.73529411765,3031.72776188235,42444.1886663529,
FF-04-0002,HYDRANT,"4 Way Pillar Hydrant, 6""including THRUST/ ANCHOR BLOCK &  BARRIER POST & CONCRETE PROTECTION  refer to ACES-SP-01-005 APPENDIX-A1 DWG 8；AGES-STD-01-017；AGES-STD-01-016",,Contractor,6,,,,set,29,,,,29,,,,66.7,1934.3,2937.468,85186.572,0,0,640.311376470588,18569.0299176471,377.794117647059,10956.0294117647,3955.57349411765,114711.631329412,
FF-04-0003,HYDRANT,"4 Way Pillar Hydrant with Fire Monitor,8""including THRUST/ ANCHOR BLOCK &  BARRIER POST & CONCRETE PROTECTION  refer to ACES-SP-01-005 APPENDIX-A1 DWG 8；AGES-STD-01-017；AGES-STD-01-016",,Contractor,8,,,,set,9,,,,9,,,,78.936,710.424,3476.34144,31287.07296,0,0,748.127686588235,6733.14917929411,553.198529411765,4978.78676470588,4777.667656,42999.008904,
FF-04-0004,REMOTE CONTROL MONITOR,"Remote Control Panel or Joystick, 6""including THRUST/ ANCHOR BLOCK  refer toAGES-STD-01-016",,Contractor,6,,,,set,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
FF-04-0005,GROUND MONITOR,"Manual Operated, include Butterfly Valve, 6""，including THRUST/ ANCHOR BLOCK  refer to AGES-STD-01-016",,Contractor,6,,,,ea,3,,,,3,,,,48.3,144.9,2127.132,6381.396,0,0,437.805094117647,1313.41528235294,242.867647058824,728.602941176472,2807.80474117647,8423.41422352941,
FF-04-0006,HOSE BOX,"4 Pieces 2 ½ Inches (65 mm) Fire Hoses, Length 30 m with 2 ½ Inch BS 336 Instantaneous Male and Female Couplings, 2 Pieces Water Branch Pipes, 2 Pieces Coupling Spanners, 2 Pieces Collecting and/or Dividing Breechings",,Contractor,,,,,set,26,,,,26,,,,29.9,777.4,1316.796,34236.696,0,0,289.2694,7521.0044,161.911764705882,4209.70588235293,1767.97716470588,45967.4062823529,
FF-04-0007,INDUSTRIAL HOSE REEL,"1-1/2 inch Non-Collapsable, 30m hose, 1-1/2"" NPT, Pressure Reducing, Adjustable Straight Stream/Fog Nozzle with Shutoff Valve",,Contractor,,,,,set,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
FF-04-0008,FIRE HOSE CABINET (FHC),"65 mm Landing Valve, 25 mm Diameter Outlet Valve,30m hose reel, 5kg CO2 and 6kg Dry Chemical Portable Extinguishers, 25mm Pressure Reducing Valve, 25mm Lock Shield Valve",,Contractor,,,,,set,7,,3,4,,,,,20.7,144.9,911.628,6381.396,0,0,174.523611764706,1221.66528235294,53.9705882352941,377.794117647059,1140.1222,7980.8554,
FF-04-0009,BREECHING INLET,"Two 65mm, (2-way) direct coupling type fitting for sprinkler riser",,Contractor,,,,,ea,1,1,,,,,,,10.58,10.58,465.9432,465.9432,0,0,81.7650094117647,81.7650094117647,20.2389705882353,20.2389705882353,567.94718,567.94718,
FF-04-0010,BREECHING INLET,"Four 65mm, (4-way) direct coupling type fitting for wet riser",,Contractor,,,,,ea,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
FF-04-0011,EXTINGUISHER,PORTABLE DRY CHEMICAL EXTINGUISHER (6kg) - ABC，with Hanger of Brackets,,Contractor,,,,,set,13,3,1,9,,,,,0.92,11.96,40.5168,526.7184,0,0,9.31575529411765,121.104818823529,6.74632352941177,87.702205882353,56.5788788235294,735.525424705883,
FF-04-0012,EXTINGUISHER,"PORTABLE DRY CHEMICAL EXTINGUISHER (9kg) - ABC, with Reinforced Fiberglass Boxes",,Contractor,,,,,set,66,,,,34,32,,,0.92,60.72,40.5168,2674.1088,0,0,9.31575529411765,614.839849411765,6.74632352941177,445.257352941177,56.5788788235294,3734.20600235294,
FF-04-0013,EXTINGUISHER,"PORTABLE CO2 EXTINGUISHER (5kg) - BC, with Hanger of Brackets",,Contractor,,,,,set,91,65,,26,,,,,0.92,83.72,40.5168,3687.0288,0,0,9.31575529411765,847.733731764706,6.74632352941177,613.915441176471,56.5788788235294,5148.67797294118,
FF-04-0014,EXTINGUISHER,"WHEELED DRY CHEMICAL EXTINGUISHER (50kg) - ABC, with Heavy-duty Wrappers",,Contractor,,,,,set,17,3,,,2,12,,,2.3,39.1,101.292,1721.964,0,0,23.8290941176471,405.094600000001,20.2389705882353,344.0625,145.360064705882,2471.1211,
FF-04-0015,DELUGE VALVE PROTECT BOX,DELUGE VALVE PROTECT BOX,,Contractor,,,,,ea,2,2,,,,,,,1.656,3.312,72.93024,145.86048,0,0,16.3365948235294,32.6731896470588,13.4926470588235,26.985294117647,102.759481882353,205.518963764706,
FF-05,,MISCELLANEOUS,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,
FF-05-0001,PIPE SUPPORT,CS,,Subcontractor,,,,,Ton,13.49823755,,,,,,,26.9964751,404.8,5464.08656024,17827.392,240638.37211297,3400.14705882353,45895.9927049338,3377.88527058824,45595.4977990461,1148.22426470588,15499.003885674,25753.6485941177,347628.866502624,
FF-05-0002,CS+GALV PIPING Painting and Coating,"PIPELINE PAINTING, Refer to AGES-SP-07-004",,Subcontractor,,,,,m2,60.33087,9.5499,,8.9967,41.78427,,,,3.37333333333333,203.5161348,148.5616,8962.850576592,22.7436472475962,1372.14402542058,31.0473364705882,1873.11282045332,14.5126911764706,875.563284717795,216.865274894655,13083.6707071837,
FF-05-0003,CS+FBE PIPING Painting and Coating,"PIPELINE PAINTING, Refer to AGES-SP-07-004",,Subcontractor,,,,,m2,57.83182,22.86,,17.78,15.89913,1.29269,,,5.796,335.19322872,255.25584,14761.9097928288,311.95,18040.636249,46.0344075294118,2662.25357004759,26.3106617647059,1521.59345525735,639.550909294118,36986.3930671337,
FF-05-0004,PIPING SUPPORT Painting and Coating,"PIPELINE PAINTING, Refer to AGES-SP-07-004",,Subcontractor,,,,,m2,23.632538,6.48198,,5.35534,11.53668,0.258538,,,4.048,95.664513824,178.27392,4213.06518880896,23.6533931375,558.989712150908,36.177392,854.963591180896,15.8619558823529,374.858275144028,253.966661019853,6001.87676728479,
FF-05-0005,UG PIPING COATING AND WRAPPING,PRIMER+POLYETHYLENE INNER WRAP (305MM)+POLYETHYLENE OUTER WRAP(0.760 MM),,Subcontractor,,,,,m2,0,,,,,,,0,,0,,0,,0,,0,,0,0,0,
FF-06,,Other,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,
FF-06-0001,Clean agent system package,"Skid for INERGEN or similar gas extinguishing total flooding system.All electric instruments shall be ATEX certified for Zone I, Gas Group IIB and Temperature Class T3. Including as minimum:
- CYLINDERS With pilot/slave valve, rupture disc, solenoid/pneumatic actuator with tubbing, pressure indicator, low pressure switch, discharge hose, check valve and shipping cap.
- CLEAN AGENT SUPPLY.
- MANIFOLDS With high pressure discharge hose, check valve, supervised isolation ball valve, safety bleed vent, pressure gauge, pressure switch, support structure, bottle rack, fasteners and accessories.
- Manual release lever
- For Substation (Rack room, switchgear room, HV VSD room, Battary Room, UPS room) the largest volume is 5400m3",,Contractor,,,,,set,1,,,,,,,0,2649.6,2649.6,116688.384,116688.384,0,0,25275.0223058824,25275.0223058824,29144.1176470588,29144.1176470588,171107.523952941,171107.523952941,
FF-06-0002,Clean agent system package,"Skid for INERGEN or similar gas extinguishing total flooding system.All electric instruments shall be ATEX certified for Zone I, Gas Group IIB and Temperature Class T3. Including as minimum:
- CYLINDERS With pilot/slave valve, rupture disc, solenoid/pneumatic actuator with tubbing, pressure indicator, low pressure switch, discharge hose, check valve and shipping cap.
- CLEAN AGENT SUPPLY.
- MANIFOLDS With high pressure discharge hose, check valve, supervised isolation ball valve, safety bleed vent, pressure gauge, pressure switch, support structure, bottle rack, fasteners and accessories.
- Manual release lever
- For LCR ( Battary Room, UPS room, ELE room, TELE room,DCS room, control room) the largest volume is 950m3",,Contractor,,,,,set,1,,,,,,,0,993.6,993.6,43758.144,43758.144,0,0,9478.13336470588,9478.13336470588,10929.0441176471,10929.0441176471,64165.321482353,64165.321482353,
Water Supply & Drainage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSD-01,,UPVC Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSD-01-0001,STAINLESS STEEL,"SS,0.75,S-80S,Butt Weld",SS,Contractor,0.75,S-80S,Butt Weld,,Dia-Inch,2.67857142857143,,,,,,,0,5.6444341239,15.1190199747322,248.580878816556,665.841639687204,0,0,68.3699518769687,183.133799670452,30.9148293530515,82.8075786242451,347.865660046576,931.783017981901,
WSD-01-0002,STAINLESS STEEL,"SS,1,S-80S,Butt Weld",SS,Contractor,1,S-80S,Butt Weld,,Dia-Inch,4.28571428571429,,,,,,,0,6.03248896991813,25.853524156792,265.670814235194,1138.58920386512,0,0,73.0703860685103,313.158797436473,33.0402238710738,141.600959447459,371.781424174778,1593.34896074905,
WSD-01-0003,STAINLESS STEEL,"SS,1.5,S-80S,Butt Weld",SS,Contractor,1.5,S-80S,Butt Weld,,Dia-Inch,8.78571428571428,,,,,,,0,6.4064327306265,56.2850875619328,282.139297456791,2478.79525622752,0,0,77.5998953803595,681.770509413158,35.0883313157134,308.276053702339,394.827524152864,3468.84181934302,
WSD-01-0004,STAINLESS STEEL,"SS,2,S-40S,Butt Weld",SS,Contractor,2,S-40S,Butt Weld,,Dia-Inch,380.285714285714,,,,,,,0,5.6444341239,2146.49766254597,248.580878816556,94531.7570585245,0,0,68.3699518769687,26000.1159852129,30.9148293530515,11756.4679625461,347.865660046576,132288.341006284,
WSD-01-0005,STAINLESS STEEL,"SS,3,S-10S,Butt Weld",SS,Contractor,3,S-10S,Butt Weld,,Dia-Inch,790.642857142857,,,,,,,0,5.6444341239,4462.73152267494,248.580878816556,196538.696258604,0,0,68.3699518769687,54056.2140947262,30.9148293530515,24442.5890077805,347.865660046576,275037.499361111,
WSD-01-0006,STAINLESS STEEL,"SS,4,S-10S,Butt Weld",SS,Contractor,4,S-10S,Butt Weld,,Dia-Inch,431,,,,,,,0,5.6444341239,2432.7511074009,248.580878816556,107138.358769936,0,0,68.3699518769687,29467.4492589735,30.9148293530515,13324.2914511652,347.865660046576,149930.099480074,
WSD-01-0007,STAINLESS STEEL,"SS,6,S-10S,Butt Weld",SS,Contractor,6,S-10S,Butt Weld,,Dia-Inch,624.285714285714,,,,,,,0,5.6444341239,3523.73958877757,248.580878816556,155185.491489764,0,0,68.3699518769687,42682.3842431933,30.9148293530515,19299.6863246907,347.865660046576,217167.562057648,
WSD-01-0008,STAINLESS STEEL,"SS,8,S-10S,Butt Weld",SS,Contractor,8,S-10S,Butt Weld,,Dia-Inch,260.571428571429,,,,,,,0,5.6444341239,1470.77826314195,248.580878816556,64773.0747087713,0,0,68.3699518769687,17815.2560319416,30.9148293530515,8055.52124856658,347.865660046576,90643.8519892794,
WSD-01-0009,STAINLESS STEEL,"SS,0.5,S-80S,Fillet Weld",SS,Contractor,0.5,S-80S,Fillet Weld,,Dia-Inch,12,,,,,,,0,5.07999071151,60.95988853812,223.7227909349,2684.6734912188,0,0,61.5329566892718,738.395480271262,27.8233464177463,333.880157012956,313.079094041918,3756.94912850302,
WSD-01-0010,STAINLESS STEEL,"SS,0.75,S-80S,Fillet Weld",SS,Contractor,0.75,S-80S,Fillet Weld,,Dia-Inch,42,,,,,,,0,5.07999071151,213.35960988342,223.7227909349,9396.3572192658,0,0,61.5329566892718,2584.38418094942,27.8233464177463,1168.58054954534,313.079094041918,13149.3219497606,
WSD-01-0011,STAINLESS STEEL,"SS,1,S-80S,Fillet Weld",SS,Contractor,1,S-80S,Fillet Weld,,Dia-Inch,19,,,,,,,0,5.07999071151,96.51982351869,223.7227909349,4250.7330277631,0,0,61.5329566892718,1169.12617709616,27.8233464177463,528.64358193718,313.079094041918,5948.50278679644,
WSD-01-0012,STAINLESS STEEL,"SS,1,CL 3000,Fillet Weld",SS,Contractor,1,CL 3000,Fillet Weld,,Dia-Inch,20,,,,,,,0,5.07999071151,101.5998142302,223.7227909349,4474.455818698,0,0,61.5329566892718,1230.65913378544,27.8233464177463,556.466928354926,313.079094041918,6261.58188083836,
WSD-01-0013,STAINLESS STEEL,"SS,1.5,CL 3000,Fillet Weld",SS,Contractor,1.5,CL 3000,Fillet Weld,,Dia-Inch,12,,,,,,,0,5.07999071151,60.95988853812,223.7227909349,2684.6734912188,0,0,61.5329566892718,738.395480271262,27.8233464177463,333.880157012956,313.079094041918,3756.94912850302,
WSD-01-0014,STAINLESS STEEL,"SS,3,CL 3000,Fillet Weld",SS,Contractor,3,CL 3000,Fillet Weld,,Dia-Inch,5.625,,,,,,,,5.07999071151,28.5749477522437,223.7227909349,1258.44069900881,0,0,61.5329566892718,346.122881377154,27.8233464177463,156.506323599823,313.079094041918,1761.06990398579,
WSD-01-0015,STAINLESS STEEL,"SS,4,CL 3000,Fillet Weld",SS,Contractor,4,CL 3000,Fillet Weld,,Dia-Inch,9.375,,,,,,,,5.07999071151,47.6249129204062,223.7227909349,2097.40116501469,0,0,61.5329566892718,576.871468961923,27.8233464177463,260.843872666372,313.079094041918,2935.11650664298,
WSD-01-0016,STAINLESS STEEL,"SS,6,CL 3000,Fillet Weld",SS,Contractor,6,CL 3000,Fillet Weld,,Dia-Inch,11.25,,,,,,,,5.07999071151,57.1498955044875,223.7227909349,2516.88139801763,0,0,61.5329566892718,692.245762754308,27.8233464177463,313.012647199646,313.079094041918,3522.13980797158,
WSD-01-0017,STAINLESS STEEL,"SS,8,CL 3000,Fillet Weld",SS,Contractor,8,CL 3000,Fillet Weld,,Dia-Inch,3.75,,,,,,,,5.07999071151,19.0499651681625,223.7227909349,838.960466005875,0,0,61.5329566892718,230.748587584769,27.8233464177463,104.337549066549,313.079094041918,1174.04660265719,
WSD-01-0018,STAINLESS STEEL,"SS,1,CL 800,Fillet Weld",SS,Contractor,1,CL 800,Fillet Weld,,Dia-Inch,2,,,,,,,,5.07999071151,10.15998142302,223.7227909349,447.4455818698,0,0,61.5329566892718,123.065913378544,27.8233464177463,55.6466928354926,313.079094041918,626.158188083836,
WSD-01-0019,STAINLESS STEEL,"SS,1.5,CL 800,Fillet Weld",SS,Contractor,1.5,CL 800,Fillet Weld,,Dia-Inch,3,,,,,,,,5.07999071151,15.23997213453,223.7227909349,671.1683728047,0,0,61.5329566892718,184.598870067815,27.8233464177463,83.4700392532389,313.079094041918,939.237282125754,
WSD-01-0020,STAINLESS STEEL,"SS,2,CL 800,Fillet Weld",SS,Contractor,2,CL 800,Fillet Weld,,Dia-Inch,8,,,,,,,,5.07999071151,40.63992569208,223.7227909349,1789.7823274792,0,0,61.5329566892718,492.263653514174,27.8233464177463,222.58677134197,313.079094041918,2504.63275233534,
WSD-02,,UPVC Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSD-02-0001,UPVC Pipe,"UPVC Pipe , 6”,BS EN 1401-1",UPVC,Subcontractor,6,,Adhesive,,lm,93,,,,93,,,0,3.51365313653136,326.769741697417,154.741284132841,14390.9394243542,44.5257352941176,4140.89338235294,59.2743396787497,5512.51359012372,2.28025735294118,212.06393382353,260.821616458649,24256.4103306544,
WSD-03,,Strainer,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
WSD-03-0001,Y-STRAINER,"Y-STRAINER 4”,  CL150, 316 L",SS,Contractor,4,CL 150,FLGD,,ea,3,,,,3,,,,9.04176,27.12528,398.1991104,1194.5973312,0,0,112.575707736471,337.727123209413,5.17577941176471,15.5273382352941,515.950597548236,1547.85179264471,
WSD-03-0002,T-STRAINER,"T-STRAINER, 8”,  CL150, 316 L",SS,Contractor,8,CL 150,FLGD,,ea,2,,,,2,,,,18.62448,37.24896,820.2220992,1640.4441984,0,0,194.738638409412,389.477276818824,110.863683823529,221.727367647058,1125.82442143294,2251.64884286588,
WSD-04,,VALVE,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
WSD-04-0001,Check valve,"2”,Check valve ,API 594 ,CL 150 ,RF ,Dual-Plate Double-flanged ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12)",SS,Contractor,2,CL 150,FLGD,,ea,3,,,,3,,,0,4.07008,12.21024,179.2463232,537.7389696,0,0,62.1124720094117,186.337416028235,4.43908088235294,13.3172426470588,245.797876091765,737.393628275294,
WSD-04-0002,Check valve,"3”,Check valve ,API 594 ,CL 150 ,RF ,Dual-Plate Double-flanged ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12)",SS,Contractor,3,CL 150,FLGD,,ea,4,,,,4,,,0,6.87792,27.51168,302.9035968,1211.6143872,0,0,87.6124748141176,350.44989925647,4.85465441176471,19.4186176470588,395.370726025882,1581.48290410353,
WSD-04-0003,Check valve,"4”,Check valve ,API 594 ,CL 150 ,RF ,Dual-Plate Double-flanged ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12)",SS,Contractor,4,CL 150,FLGD,,ea,2,,,,2,,,0,9.04176,18.08352,398.1991104,796.3982208,0,0,112.575707736471,225.151415472942,5.17577941176471,10.3515588235294,515.950597548236,1031.90119509647,
WSD-04-0004,Check valve,"6”,Check valve ,API 594 ,CL 150 ,RF ,Dual-Plate Double-flanged ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12)",SS,Contractor,6,CL 150,FLGD,,ea,2,,,,2,,,0,12.3004,24.6008,541.709616,1083.419232,0,0,138.635812988235,277.27162597647,8.65148529411765,17.3029705882353,688.996914282353,1377.99382856471,
WSD-04-0005,Gate Vlv,"0.5”,Gate Vlv ,API 602/ASME B16.34 ,CL 150 ,RF ,BB,OS&Y,SolidWedge ,Handwheel ,ASTM A182 F316 ,Trim:316/STL(Trim No.12) ,STD Port,ASME B16.5",SS,Contractor,0.5,CL 150,FLGD,,ea,8,,,,8,,,,2.3554944,18.8439552,103.735973376,829.887787008,0,0,37.9741654181647,303.793323345318,2.70651705882353,21.6521364705882,144.416655852988,1155.33324682391,
WSD-04-0006,Gate Vlv,"0.75”,Gate Vlv ,API 602/ASME B16.34 ,CL 150 ,RF ,BB,OS&Y,SolidWedge ,Handwheel ,ASTM A182 F316 ,Trim:316/STL(Trim No.12) ,STD Port,ASME B16.5",SS,Contractor,0.75,CL 150,FLGD,,ea,58,,,,58,,,,2.944368,170.773344,129.66996672,7520.85806976,0,0,47.4677067727059,2753.12699281694,3.38314632352941,196.222486764706,180.520819816235,10470.2075493416,
WSD-04-0007,Gate Vlv,"1”,Gate Vlv ,API 602/ASME B16.34 ,CL 150 ,RF ,BB,OS&Y,SolidWedge ,Handwheel ,ASTM A182 F316 ,Trim:316/STL(Trim No.12) ,STD Port,ASME B16.5",SS,Contractor,1,CL 150,FLGD,,ea,9,,,,9,,,,3.27152,29.44368,144.0777408,1296.6996672,0,0,52.7418964141176,474.677067727058,3.75905147058823,33.8314632352941,200.578688684706,1805.20819816235,
WSD-04-0008,Gate Vlv,"2”,Gate Vlv ,ASME B16.34/ API 600 ,CL 150 ,RF ,BB,OS&Y,FlexWedge ,Handwheel ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12) ,ASME B16.5",SS,Contractor,2,CL 150,FLGD,,ea,10,,,,10,,,,4.07008,40.7008,179.2463232,1792.463232,0,0,62.1124720094117,621.124720094117,4.43908088235294,44.3908088235294,245.797876091765,2457.97876091765,
WSD-04-0009,Gate Vlv,"3”,Gate Vlv ,ASME B16.34/ API 600 ,CL 150 ,RF ,BB,OS&Y,FlexWedge ,Handwheel ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12) ,ASME B16.5",SS,Contractor,3,CL 150,FLGD,,ea,15,,,,15,,,,6.87792,103.1688,302.9035968,4543.553952,0,0,87.6124748141176,1314.18712221176,4.85465441176471,72.8198161764707,395.370726025882,5930.56089038823,
WSD-04-0010,Gate Vlv,"4”,Gate Vlv ,ASME B16.34/ API 600 ,CL 150 ,RF ,BB,OS&Y,FlexWedge ,Handwheel ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12) ,ASME B16.5",SS,Contractor,4,CL 150,FLGD,,ea,4,,,,4,,,,12.3004,49.2016,541.709616,2166.838464,0,0,138.635812988235,554.54325195294,8.65148529411765,34.6059411764706,688.996914282353,2755.98765712941,
WSD-04-0011,Gate Vlv,"6”,Gate Vlv ,ASME B16.34/ API 600 ,CL 150 ,RF ,BB,OS&Y,FlexWedge ,Handwheel ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12) ,ASME B16.5",SS,Contractor,6,CL 150,FLGD,,ea,11,,,,11,,,,12.3004,135.3044,541.709616,5958.805776,0,0,138.635812988235,1524.99394287058,8.65148529411765,95.1663382352941,688.996914282353,7578.96605710588,
WSD-04-0012,Gate Vlv,"8”,Gate Vlv ,ASME B16.34/ API 600 ,CL 150 ,RF ,BB,OS&Y,FlexWedge ,Handwheel ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12) ,ASME B16.5",SS,Contractor,8,CL 150,FLGD,,ea,2,,,,2,,,,18.62448,37.24896,820.2220992,1640.4441984,0,0,194.738638409412,389.477276818824,110.863683823529,221.727367647058,1125.82442143294,2251.64884286588,
WSD-04-0013,Globe Vlv,"3”,Globe Vlv ,ASME B16.34/ API 623 ,CL 150 ,RF ,BB,OS&Y,Swivel Plug Disc ,Handwheel ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12) ,ASME B16.5",SS,Contractor,3,CL 150,FLGD,,ea,3,,,,3,,,,6.87792,20.63376,302.9035968,908.7107904,0,0,87.6124748141176,262.837424442353,4.85465441176471,14.5639632352941,395.370726025882,1186.11217807765,
WSD-04-0014,Globe Vlv,"6”,Globe Vlv ,ASME B16.34/ API 623 ,CL 150 ,RF ,BB,OS&Y,Swivel Plug Disc ,Handwheel ,ASTM A351 CF8M ,Trim:316/STL(Trim No.12) ,ASME B16.5",SS,Contractor,6,CL 150,FLGD,,ea,2,,,,2,,,,12.3004,24.6008,541.709616,1083.419232,0,0,138.635812988235,277.27162597647,8.65148529411765,17.3029705882353,688.996914282353,1377.99382856471,
WSD-04-0015,Safety Relief Valve,"Safety Relief Valve, Balanced, A351 LCB, 1.5""X2"", CL150XCL150, RF",SS,Contractor,1.5x2,CL 150,FLGD,,ea,2,,,,2,,,,4.07008,8.14016,179.2463232,358.4926464,0,0,62.1124720094117,124.224944018823,4.43908088235294,8.87816176470588,245.797876091765,491.595752183529,
WSD-05,,MISCELLANEOUS,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
WSD-05-0001,PIPE SUPPORT,CS,,Subcontractor,,,,,Ton,0.6,,,,0.6,,,0,364.32,218.592,16044.6528,9626.79168,3400.14705882353,2040.08823529412,3040.09674352941,1824.05804611765,1033.40183823529,620.041102941174,23518.2984405882,14110.9790643529,
WSD-05-0002,SURFACE PREPARATION AS NEAR-WHITE METAL BLAST CLEANING,EQUIVALENT TO SA 2 1/2 OF SWEDISH STANDARD SIS,,Subcontractor,,,,,m2,183,,,,183,,,0,0.92,168.36,40.5168,7414.5744,0,0,11.6075623529412,2124.18391058824,7.42095588235294,1358.03492647059,59.5453182352941,10896.7932370588,
