# Source: Att 02_BOQ - Civil - BLDG Pkg III_Rev.A.xlsx
# Sheet: BLDG （Green)
"# Rows: 210, Cols: 25"

,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
PROJECT:EPC WORKS of the Sulfur Granulator Plant For ADNOC GAS RSHT-2(RSGP),,,,,,,,,,,,,,,,,,,,,,,,CODE:24108-25100-
SUBCONTRACT:CIVIL AND BLDG WORKS PACKAGE III-BASE SCOPE,,,,,,,,,,,,,,,,,,,,,,,,REV.A DATE: 05/Sep/2025
Item,Category,Description,Unit,"Qty.
",QUANTITIES BY WBS-BASE SCOPE,,,,,,,"MANHOURS
A",,"LABOR COST
B",,"MATERIAL COST
C",,"TOOLS& CONSUMABLE
COST D",,"EQUIPMENT COST
E",,"DIRECT COST TOTAL
F",,Remarks
,,,,,"UNIT 10 
Operator 
Shelter",UNIT 10 Substation,"UNIT 10 
LCR",UNIT 20,UNIT 30,UNIT 40 General,"UNIT 40 
SSB",U/Rate,Amout,U/Rate,Amout,U/Rate,Amout,U/Rate,Amout,U/Rate,Amout,U/Rate,Amout,
,,,,Q,,,,,,,,a,=Q*a,b,=Q*b,c,=Q*c,d,=Q*d,e,=Q*e,f=b+c+d+e,=Q*f,
NO.0,,Demolition and Modification,,,,,,,,,,,,,,,,,,,,,,
7.2,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD2:1050mm (W)  x 2200mm (H)
Steel single leaf door 
Fire rated 2.0H
with  2H fire rated vision panel, panic bar and master key",SET,4,,4,,,,,,11.55,46.2,373.093875,1492.3755,0,0,87.5264095588235,350.105638235294,0,0,460.620284558824,1842.48113823529,
7.3,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD3:1500mm (W)  x 2200mm (H)
 Steel double leafs door 
Fire rated 2.0H
with panic bar and masterkey",SET,1,,1,,,,,,16.5,16.5,532.99125,532.99125,0,0,125.037727941176,125.037727941176,0,0,658.028977941176,658.028977941176,
7.4,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD4:2100mm (W)  x 3000mm (H)
 Steel double leafs door 
Fire rated 2.0H
with 2H fire rated vision panel, panic bar and master key",SET,6,,6,,,,,,31.5,189,1017.52875,6105.1725,0,0,238.708389705882,1432.25033823529,0,0,1256.23713970588,7537.42283823529,
7.5,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD5:3000mm (W)  x 3300mm (H)
 Steel double leafs door 
Fire rated 2.0H
with panic bar and master key",SET,1,,1,,,,,,49.5,49.5,1598.97375,1598.97375,0,0,375.113183823529,375.113183823529,0,0,1974.08693382353,1974.08693382353,
7.6,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD6:  1050mm (W)  x 2200mm (H)
Steel single leaf door 
with vision panel, panic bar and master key",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.7,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD7:  2000mm (W)  x 2200mm (H)
Steel double leaf door 
Fire rated 1.0H
with 1H fire rated vision panel, panic bar and master key
",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.8,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD8:   1800mm (W)  x 2500mm (H)
Steel double leaf door 
Fire rated 1H
with 1H fire rated vision panel,  panic bar and master key
",SET,7,,,7,,,,,27.5,192.5,888.31875,6218.23125,0,0,186.657242647059,1306.60069852941,0,0,1074.97599264706,7524.83194852941,
7.9,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD9:   2100mm (W)  x 2700mm (H)
Steel double leaf door 
Fire rated 1H
with 1H fire rated vision panel,  panic bar and master key",SET,1,,,1,,,,,33.35,33.35,1077.288375,1077.288375,0,0,230.988800735294,230.988800735294,0,0,1308.27717573529,1308.27717573529,
7.10,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD10:   4000mm (W)  x 4000mm (H)
 Steel double leafs door 
heavy duty and anti-corrision painting",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.11,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD11:  1800mm (W)  x 2500mm (H)
Steel double leaf door 
Fire rated 1H
with 1H fire rated vison panel",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.12,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD12:  1500mm (W)  x 2200mm (H)
Steel double leaf door 
Fire rated 1H
with 1H fire rated vison panel",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.13,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD13:  1050mm (W)  x 2200mm (H)
Steel single leaf door 
Fire rated 1H
with 1H fire rated vison panel and panic bar",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.14,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD14:  2000mm (W)  x 2500mm (H)
Steel double leaf door 
Fire rated 1H
with  1H fire rated vision panle, panic bar and master key
",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.15,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","SD15:  1500mm (W)  x 2500mm (H)
Steel double leaf door 
Fire rated 1H
with  1H fire rated vision panle, panic bar and master key
",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.16,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","BD1:   1100mm (W)  x 2300mm (H)
Steel single leaf door 
Blast resistan door
Fire rated 2H
with blast resistant glazing peepholes,  panic bar and master key",SET,4,3,,1,,,,,23.975,95.9,774.4524375,3097.80975,0,0,134.889265808824,539.557063235296,543.205882352941,2172.82352941176,1452.54758566176,5810.19034264706,
7.17,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","BD2:   1100mm (W)  x 2300mm (H)
Steel single leaf door 
Blast resistan door
Fire rated 1H
with blast resistant glazing peepholes and master key",SET,1,1,,,,,,,23.975,23.975,774.4524375,774.4524375,0,0,134.889265808824,134.889265808824,543.205882352941,543.205882352941,1452.54758566176,1452.54758566176,
7.18,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","BD3:   1800mm (W)  x 2500mm (H)
Steel double leaf door 
Blast resistan door
Fire rated 2H
with blast resistant glazing peepholes,  panic bar and master key",SET,3,,,3,,,,,38.75,116.25,1251.721875,3755.165625,0,0,227.345349264706,682.036047794118,966.176470588235,2898.5294117647,2445.24369485294,7335.73108455882,
7.19,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","BD4:   2100mm (W)  x 2700mm (H)
Steel double leaf door 
Blast resistan door
Fire rated 2H
with blast resistant glazing peepholes,  panic bar and master key",SET,1,,,1,,,,,47.525,47.525,1535.1763125,1535.1763125,0,0,282.255815073529,282.255815073529,1217.38235294118,1217.38235294118,3034.81448051471,3034.81448051471,
7.20,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","BD5:   3000mm (W)  x 3000mm (H)
Steel double leaf door 
Blast resistan door
Fire rated 2H
with blast resistant glazing peepholes,  panic bar and master key",SET,1,,,1,,,,,72.5,72.5,2341.93125,2341.93125,0,0,438.539448529412,438.539448529412,1932.35294117647,1932.35294117647,4712.82363970588,4712.82363970588,
7.21,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","WD1:   1050mm (W)  x 2200mm (H)
wood single leaf door 
Fire rated 1H
with 1H fire rated vision panel",SET,4,,,4,,,,,11.55,46.2,373.093875,1492.3755,0,0,87.5264095588235,350.105638235294,0,0,460.620284558824,1842.48113823529,
7.22,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","WD2:   1050mm (W)  x 2200mm (H)
wood single leaf door 
Fire rated 1H
with louvers
",SET,6,,,6,,,,,11.55,69.3,373.093875,2238.56325,0,0,87.5264095588235,525.158457352941,0,0,460.620284558824,2763.72170735294,
7.23,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","WD3:   1050mm (W)  x 2200mm (H)
wood single leaf door 
Fire rated 1H
with 1H fire rated vision panel and master key",SET,2,2,,,,,,,16.55,33.1,534.606375,1069.21275,0,0,103.677659558824,207.355319117648,0,0,638.284034558824,1276.56806911765,
7.24,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","WD4:   1050mm (W)  x 2200mm (H)
Wooden single leaf door 
Fire rated 0.5H
with louvers",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.25,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","WD5:   1050mm (W)  x 2200mm (H)
Wooden single leaf door 
Fire rated 0.5H
with  0.5H fire rated vision panle",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.26,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","WD6:   1500mm (W)  x 2200mm (H)
Wooden double leaf door 
Fire rated 0.5H",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.27,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","RD1:  3600mm (W)  x4800mm (H)
Electric roller shutter door, motor requires dust explosion-proof",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.28,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","RD2:  10000mm (W)  x4800mm (H)
Electric roller shutter door, motor requires dust explosion-proof",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.29,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","D5:   1200mm (W)  x 2500mm (H)
Steel single leaf  door 
4 ss butt hinges 100 long
synthetic enamel paint(access control)  
hardwares for single door
",SET,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
7.30,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","D6:   1000mm (W)  x 2100mm (H)
Wooden single leaf door 
laminated wooden flush door with vision panel maintaining privacy angle
hardwares for single door",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
7.31,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","D6:   2500mm (W)  x 3500mm (H)
Steel double leafs door 
2*5 ss butt hinges 100 long
synthetic enamel paint(DMC)  
hardwares for double door",SET,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
7.32,"Door
Supply by Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","D7:   1200mm (W)  x 2100mm (H)
Steel single leaf door 
polyurethane paint
hardwares for single door",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
NO.8,,Windows,,,,,,,,,,,,,,,,,,,,,,
8.1,"Windows
Supply By Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","W1:   1500mm (W)  x 1200mm (H)
Aluminum glazed windows
aluminum powder coated 0.018mm thk of approved shade with 6.4mm thk laminated glass",SET,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
8.2,"Windows
Supply By Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","W2:   600mm (W)  x 1200mm (H)
Aluminum glazed windows
aluminum powder coated 0.018mm thk of approved shade with 6.4mm thk laminated glass",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
8.3,"Windows
Supply By Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","V1:   600mm (W)  x 800mm (H)
Aluminum ventilator
aluminum powder coated 0.018mm thk of approved shade with 6.4mm thk laminate non transprent glass",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
8.4,"Windows
Supply By Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","AW1:   1500mm (W)  x 1500mm (H)
Aluminum glazed windows
Glazing shall be coated. Low-E Glass tinted and double glazed with a K-Value (watts/m2.C) of 2.00 or less
all window are to have aluminium mini-blind shades or similar shading device",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
8.5,"Windows
Supply By Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","LW1:   1800mm (W)  x 2700mm (H)
 Louver （prelacquered galvanized steel louver‬）
diamond mesh 3.55mm diameter (galvanized steel）",SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
8.6,"Windows
Supply By Wison,,INSPECTION AND INSTALLATAION BY SUBCONTRACTOR","BW1:   1000mm (W)  x 1000mm (H)
Blast resistant windows
Fire rated 2H
Double-glazing units, both panes shall be laminated-type glass
",SET,2,,,2,,,,,5,10,161.5125,323.025,0,0,29.1946323529412,58.3892647058824,0,0,190.707132352941,381.414264705882,
NO.9,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,,
9.1,Miscellaneous,50*50*3.15 G.I.removeble chain link fence fixed in RSA 60*60*6 G.I.steel angle frames(2500mm height) with door,M,47,,47,,,,,,2.5,117.5,80.75625,3795.54375,795,37365,11.4572426470588,538.490404411764,4.83088235294118,227.051470588235,892.044375,41926.085625,
9.2,Miscellaneous,50*50*3.15 G.I.removeble chain link fence fixed in RSA 60*60*6 G.I.steel angle frames(2650mm height),M,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.3,Miscellaneous,50*50*3.15 G.I.removeble chain link fence fixed in RSA 60*60*6 G.I.steel angle frames(2700mm height),M,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.4,Miscellaneous,aluminium louvered fence with door(2500mm height),M,43,,43,,,,,,5,215,161.5125,6945.0375,1590,68370,21.4652205882353,923.004485294118,8.0514705882353,346.213235294118,1781.02919117647,76584.2552205882,
9.5,Miscellaneous,bird mesh,M2,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.6,Miscellaneous,chain link fence with door(2200mm height),M,92,,92,,,,,,2.5,230,80.75625,7429.575,606.32,55781.44,11.4572426470588,1054.06632352941,4.83088235294118,444.441176470589,703.364375,64709.5225,
9.7,Miscellaneous,Toilet with flush tap,EA,5,2,0,3,,,,,10,50,323.025,1615.125,1600,8000,41.9642647058824,209.821323529412,0,0,1964.98926470588,9824.94632352941,
9.8,Miscellaneous,coat hook,SET,5,2,0,3,,,,,2,10,64.605,323.025,75,375,7.90976470588235,39.5488235294117,0,0,147.514764705882,737.573823529412,
9.9,Miscellaneous,door latch,SET,5,2,0,3,,,,,2.5,12.5,80.75625,403.78125,240,1200,10.4910661764706,52.455330882353,0,0,331.247316176471,1656.23658088235,
9.10,Miscellaneous,Downspout Ø 100mm PVC pipe,M,83,10,45,28,,,,,1.5,124.5,48.45375,4021.66125,32.2058823529412,2673.08823529412,8.71008088235294,722.936713235294,6.44117647058823,534.617647058823,95.8108897058824,7952.30384558824,
9.11,Miscellaneous,Downspout Ø 160mm PVC pipe ,M,65,,65,,,,,,2,130,64.605,4199.325,72.4632352941177,4710.11029411765,12.2575588235294,796.741323529411,8.58823529411765,558.235294117647,157.914029411765,10264.4119117647,
9.12,Miscellaneous,Splash blcok,M,21,2,15,4,,,,,1.5,31.5,48.45375,1017.52875,106,2226,6.77772794117647,142.332286764706,51.5294117647059,1082.11764705882,212.760889705882,4467.97868382353,
9.13,Miscellaneous,Entrance step:25mm thk. non slip granit,M2,30,,,30,,,,,5,150,161.5125,4845.375,318,9540,18.5666911764706,557.000735294118,1.61029411764706,48.3088235294118,499.689485294118,14990.6845588235,
9.14,Miscellaneous,Exterior staircase:reinforced concrete with dust proof epoxy paint (H=5450mm),SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
9.15,Miscellaneous,Exterior staircase:reinforced concrete with dust proof epoxy paint (H=8950mm),SET,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.16,Miscellaneous,Exterior staircase:reinforced concrete with dust proof epoxy paint (H=9750mm),SET,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.17,Miscellaneous,Exterior steps:reinforced concrete with dust proof epoxy paint ,M2,204.8,11,168.8,25,,,,,2.5,512,80.75625,16538.88,219.55,44963.84,13.1480514705882,2692.72094117646,8.85661764705882,1813.83529411765,322.310919117647,66009.2762352941,
9.18,Miscellaneous,galvanized steel access ladder(4800mm height),SET,0,,,,,,,,,0,,0,,0,,0,,0,,0,
9.19,Miscellaneous,grating cover for sump （1300mm(width)X1300mm(length)）,EA,0,,,,,,,,,0,,0,,0,,0,,0,,0,
9.20,Miscellaneous,grating cover for trench（380mm(Width)）,M,0,,,,,,,,,0,,0,,0,,0,,0,,0,
9.21,Miscellaneous,gutter(3mm thick pre-coated galvanized sheet according to ASTM 123/A123M and A143/143M),M,60,,60,,,,,,2.5,150,80.75625,4845.375,406.2375,24374.25,17.7373897058824,1064.24338235294,16.1029411764706,966.176470588236,520.834080882353,31250.0448529412,
9.22,Miscellaneous,hand sink,EA,5,2,0,3,,,,,5,25,161.5125,807.5625,900,4500,20.0159558823529,100.079779411764,0,0,1081.52845588235,5407.64227941177,
9.23,Miscellaneous,"handrails(1100mm height, galvanized steel with warning color coating)",M,64,,64,,,,,,1.935,123.84,62.5053375,4000.3416,258,16512,9.98963669117647,639.336748235294,11.0788235294118,709.044705882355,341.573797720588,21860.7230541177,
9.24,Miscellaneous,"handrails(1100mm height, Stainless steel)",M,0,,,,,,,,,0,,0,,0,,0,,0,,0,
9.25,Miscellaneous,Kitchen cabinets (600x1800X750),SET,2,2,,,,,,,10,20,323.025,646.05,1500,3000,36.1672058823529,72.3344117647058,0,0,1859.19220588235,3718.38441176471,
9.26,Miscellaneous,Kitchen cabinets with the sink(600X3300),SET,1,,,1,,,,,40,40,1292.1,1292.1,10520.5882352941,10520.5882352941,158.195294117647,158.195294117647,64.4117647058824,64.4117647058824,12035.2952941176,12035.2952941176,
9.27,Miscellaneous,Countertop (600x4000X1000),SET,1,,,1,,,,,20,20,646.05,646.05,5152.94117647059,5152.94117647059,74.2667647058824,74.2667647058824,32.2058823529412,32.2058823529412,5905.46382352941,5905.46382352941,
9.28,Miscellaneous,ladder(10250mm height),SET,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.29,Miscellaneous,Ladder with cage,M,6.2,6.2,,,,,,,2.115,13.113,68.3197875,423.5826825,282,1748.4,10.9189052205882,67.6972123676468,12.1094117647059,75.0783529411766,373.348104485294,2314.75824780882,
9.30,Miscellaneous,Ladder with cage,M,7,,,7,,,,,2.115,14.805,68.3197875,478.2385125,282,1974,10.9189052205882,76.4323365441174,12.1094117647059,84.7658823529413,373.348104485294,2613.43673139706,
9.31,Miscellaneous,Ladder with cage,M,17,,17,,,,,,2.115,35.955,68.3197875,1161.4363875,282,4794,10.9189052205882,185.621388749999,12.1094117647059,205.86,373.348104485294,6346.91777625,
9.32,Miscellaneous,Mirror :  Without Frame 1000mm x1000mm,EA,5,2,,3,,,,,5,25,161.5125,807.5625,600,3000,25.8130147058824,129.065073529412,0,0,787.325514705882,3936.62757352941,
9.33,Miscellaneous,Mirror :  Without Frame 2650mm x1000mm,EA,0,,,,,,,,,0,,0,,0,,0,,0,,0,
9.34,Miscellaneous,Mirror :  Without Frame 2850mm x1000mm,EA,0,,,,,,,,,0,,0,,0,,0,,0,,0,
9.35,Miscellaneous,paper towel dispensers,SET,5,2,0,3,,,,,2.5,12.5,80.75625,403.78125,300,1500,9.52488970588235,47.6244485294118,0,0,390.281139705882,1951.40569852941,
9.36,Miscellaneous,passage with dust proof epoxy paint,M2,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.37,Miscellaneous,Solid polymer resin panel  with door for toliet partition ,M2,30,10,0,20,,,,,2,60,64.605,1938.15,386.470588235294,11594.1176470588,7.90976470588235,237.29294117647,0,0,458.985352941176,13769.5605882353,
9.38,Miscellaneous,rain water pipe with gutter,M,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.39,Miscellaneous,Ramp (concrete),M2,60,,30,30,,,,,4.5,270,145.36125,8721.675,238.5,14310,20.5747279411765,1234.48367647059,14.7610294117647,885.661764705882,419.197007352941,25151.8204411765,
9.40,Miscellaneous,shelf for personal items,SET,6,2,0,4,,,,,5,30,161.5125,969.075,600,3600,17.6005147058824,105.603088235294,0,0,779.113014705882,4674.67808823529,
9.41,Miscellaneous,sleeve in parapet for downspout outlet,EA,14,2,8,4,,,,,2,28,64.605,904.47,20,280,7.90976470588235,110.736705882353,0,0,92.5147647058824,1295.20670588235,
9.42,Miscellaneous,soap dispensers,SET,5,2,0,3,,,,,2.5,12.5,80.75625,403.78125,200,1000,9.52488970588235,47.6244485294118,0,0,290.281139705882,1451.40569852941,
9.43,Miscellaneous,squatting toilet,EA,0,,,,,,,,,0,,0,,0,,0,,0,,0,
9.44,Miscellaneous,sunshad,SET,0,,0,,,,,,,0,,0,,0,,0,,0,,0,
9.45,Miscellaneous,Sunshad:100 thk. Wide reinforced concrete,M2,30,,30,,,,,,5.75,172.5,185.739375,5572.18125,72.22,2166.6,100.167540441176,3005.02621323528,7.99779411764706,239.933823529412,366.124709558823,10983.7412867647,
9.46,Miscellaneous,toilet tissue dispenser,SET,5,2,0,3,,,,,2.5,12.5,80.75625,403.78125,200,1000,9.52488970588235,47.6244485294118,0,0,290.281139705882,1451.40569852941,
9.47,Miscellaneous,Marble coutertop for hand sink,M,6.5,3,,3.5,,,,,5,32.5,161.5125,1049.83125,3005.88235294118,19538.2352941177,18.0836029411765,117.543419117647,0,0,3185.47845588236,20705.6099632353,
9.48,Miscellaneous,urinal,EA,4,2,0,2,,,,,10,40,323.025,1292.1,1500,6000,38.0995588235294,152.398235294118,0,0,1861.12455882353,7444.49823529412,
9.49,Miscellaneous,Walkway concrete,M2,563,75,258,230,,,,,1.5,844.5,48.45375,27279.46125,42.4,23871.2,6.63280147058824,3734.26722794118,3.86470588235294,2175.82941176471,101.351257352941,57060.7578897059,
9.50,Miscellaneous,"Alumininum flashing for roofing expansion joint, Architechtural Specialities, Metal, Wood and Plastics （AGES-SP-01-015）section 18",M,21,,21,,,,,,2.5,52.5,80.75625,1695.88125,127.2,2671.2,11.9403308823529,250.746948529411,0,0,219.896580882353,4617.82819852941,
9.51,Miscellaneous,"SS flashing for exterior wall expasion joint, Architechtural Specialities, Metal, Wood and Plastics （AGES-SP-01-015）section 18",M,30,,30,,,,,,2.5,75,80.75625,2422.6875,159,4770,11.9403308823529,358.209926470587,0,0,251.696580882353,7550.89742647059,
